Station_Code,Station_Name,lat,lon
6710,東水島,34.5085250841506,133.75512157665946
6713,東福山,34.49546483674223,133.4065400163125
7001,高松貨物ターミナル,34.34160277309445,134.00010891691278
7011,伊予三島,33.979689043977224,133.54238581757332
7012,新居浜,33.948021436869446,133.29463007387557
7019,松山貨物,33.79191747000389,132.74773823638193
7045,高知オフレールステーション,33.5408762418944,133.559387874718
7080,徳島オフレールステーション,34.1870251978327,134.61359502974
8010,広島貨物ターミナル,34.39212651228444,132.4880099466839
8016,大竹,34.217418353495006,132.22331775165082
8020,岩国,34.171867708915,132.22554188661974
8030,新南陽,34.06937070576555,131.76947337123863
8032,防府貨物新営業所,34.04270406290111,131.60754360282664
8041,宇部,34.003257103697784,131.22202188090446
8050,幡生,33.97603256339445,130.92260355648165
8051,下関,33.94214721645333,130.91788328658362
9005,北九州貨物ターミナル,33.89854091023278,130.92594018095
9019,福岡貨物ターミナル,33.63022744612722,130.42043896177447
9032,鳥栖貨物ターミナル,33.374423210866674,130.5198869261089
9032,鳥栖貨物ターミナル,33.38469997675612,130.5248860377256
9103,鍋島,33.25887557036,130.2654689314411
9118,長崎オフレールステーション,32.7557159864436,129.868089687242
9144,有田オフレールステーション,33.1839037278653,129.882570599248
9410,西大分,33.244733437340564,131.58341568391418
9420,延岡,32.59008279486667,131.67260508801496
9423,南延岡,32.559530579994444,131.67677281538582
9508,大牟田オフレールステーション,33.0289032784222,130.44352028946918
9516,熊本,32.77643452801944,130.68656728555723
9530,八代,32.504240275101665,130.62102970649832
9603,川内,31.81347543195778,130.31219827325447
9606,鹿児島貨物ターミナル,31.60211355106833,130.56413152739808
9650,佐土原オフレールステーション,32.0226400786606,131.47736965325473
9654,都城オフレールステーション,31.736662266364,131.072407628638
4418,羽生オフレールステーション,36.1747719616567,139.568646188054
6444,和歌山新営業所,34.24884345,135.2766381
7080,徳島オフレールステーション,34.1870251978327,134.61359502974
